"ZIP CODE","BOROUGH","ON STREET NAME","CROSS STREET NAME","OFF STREET NAME","count"
NULL,NULL,"121 STREET",NULL,"ROCKAWAY BOULEVARD",1
NULL,NULL,"121 STREET",NULL,"HILLSIDE AVENUE",1
NULL,NULL,"BRADLEY AVENUE",NULL,"STATEN ISLAND EXPRESSWAY",1
NULL,NULL,"BRADLEY AVENUE",NULL,"VICTORY BOULEVARD",1
NULL,NULL,"BRADLEY AVENUE",NULL,"WESTWOOD AVENUE",1
NULL,NULL,"BRADLEY AVENUE",NULL,NULL,1
"11423","QUEENS","JAMAICA AVENUE                  ",NULL,"188 STREET",1
NULL,NULL,"BRADLEY AVENUE                  ",NULL,"WILLOWBROOK ROAD",1
NULL,NULL,"BRANDT PLACE",NULL,NULL,1
NULL,NULL,"BREHAUT AVENUE",NULL,NULL,1
NULL,NULL,"BREWER BOULEVARD",NULL,"119 AVENUE",1
NULL,NULL,"BREWER BOULEVARD",NULL,"120 AVENUE",1
NULL,NULL,"BREWER BOULEVARD",NULL,"144 AVENUE",1
"11432","QUEENS","162 STREET                      ",NULL,"HILLSIDE AVENUE",1
"11432","QUEENS","162 street                      ",NULL,"89th avenue",1
NULL,NULL,"121 street",NULL,"121 STREET",1
NULL,NULL,"121 AVENUE                      ",NULL,"231 STREET",1
NULL,NULL,"121 AVENUE",NULL,"FRANCIS LEWIS BOULEVARD",1
NULL,NULL,"BRIAR PLACE                     ",NULL,NULL,1
NULL,NULL,"bricktown way                   ",NULL,"veterans rd west",1
NULL,NULL,"120 STREET                      ",NULL,NULL,1
NULL,NULL,"BRIELLE AVENUE",NULL,"SUFFOLK AVENUE",1
NULL,NULL,"BRIELLE AVENUE                  ",NULL,"BRADLEY AVENUE",1
NULL,NULL,"VANDAM STREET                   ",NULL,"QUEENS BOULEVARD",1
NULL,NULL,"120 STREET",NULL,"LIBERTY AVENUE",1
NULL,NULL,"BRIGHAM STREET",NULL,NULL,1
NULL,NULL,"BRIGHTON 1 PLACE",NULL,NULL,1
NULL,NULL,"BRIGHTON 1 STREET",NULL,NULL,1
NULL,NULL,"WHITE STREET",NULL,NULL,1
NULL,NULL,"BRIGHTON 11 STREET              ",NULL,NULL,1
NULL,NULL,"BRIGHTON 12 STREET",NULL,NULL,1
NULL,NULL,"120 ROAD",NULL,NULL,1
"11426","QUEENS","87 DRIVE                        ",NULL,"249 STREET",1
NULL,NULL,"120 AVENUE                      ",NULL,"196 STREET",1
NULL,NULL,"BRIGHTON 2 STREET               ",NULL,NULL,1
NULL,NULL,"120 AVENUE                      ",NULL,"194 STREET",1
NULL,NULL,"120 AVENUE",NULL,"NASHVILLE BOULEVARD",1
NULL,NULL,"BRIGHTON 4 STREET",NULL,"RIEGELMAN BOARDWALK EAST",1
NULL,NULL,"120 AVENUE",NULL,"200 STREET",1
NULL,NULL,"BRIGHTON 4 STREET               ",NULL,NULL,1
"11432","QUEENS","162 STREET",NULL,"JAMAICA AVENUE",1
NULL,NULL,"BRIGHTON 6 STREET",NULL,"ATLANTIC OCEAN",1
NULL,NULL,"120 AVENUE",NULL,"199 STREET",1
NULL,NULL,"BRIGHTON 6 STREET               ",NULL,NULL,1
NULL,NULL,"120 AVENUE",NULL,"193 STREET",1
NULL,NULL,"BRIGHTON 8 COURT",NULL,NULL,1
NULL,NULL,"VANDERBILT AVENUE               ",NULL,"ROFF STREET",1
"11432","QUEENS","162 STREET",NULL,"HILLSIDE AVENUE",1
NULL,NULL,"BRIGHTON BEACH AVENUE",NULL,"BRIGHTON 14 STREET",1
NULL,NULL,"120 AVENUE",NULL,"192 STREET",1
NULL,NULL,"12 ROAD                         ",NULL,NULL,1
NULL,NULL,"12 AVENUE                       ",NULL,"WEST 22 STREET",1
NULL,NULL,"BROAD STREET",NULL,"CANAL STREET",1
NULL,NULL,"BROAD STREET",NULL,NULL,1
NULL,NULL,"VANDERVEER STREET               ",NULL,NULL,1
NULL,NULL,"broadway",NULL,"west 80 street -west 81 street",1
NULL,NULL,"12 AVENUE                       ",NULL,"RIVERSIDE DRIVE",1
NULL,NULL,"BROADWAY",NULL,"9 AVENUE",1
NULL,NULL,"BROADWAY",NULL,"BORO LINE",1
NULL,NULL,"BROADWAY",NULL,"BROADWAY",1
"11426","QUEENS","87 AVENUE                       ",NULL,"249 STREET",1
NULL,NULL,"12 AVENUE",NULL,"WEST 39 STREET",1
NULL,NULL,"12 AVENUE",NULL,"WEST 38 STREET",1
NULL,NULL,"12 AVENUE",NULL,"WEST 22 STREET",1
NULL,NULL,"12 AVENUE",NULL,"WEST 125 STREET",1
NULL,NULL,"BROADWAY",NULL,"HART STREET",1
NULL,NULL,"119 ROAD                        ",NULL,NULL,1
NULL,NULL,"WHITESTONE EXPRESSWAY",NULL,"3 AVENUE",1
NULL,NULL,"BROADWAY",NULL,"KOSCIUSZKO STREET",1
NULL,NULL,"BROADWAY",NULL,"LAFAYETTE AVENUE",1
NULL,NULL,"BROADWAY",NULL,"LEWIS AVENUE",1
NULL,NULL,"BROADWAY",NULL,"MANHATTAN COLLEGE PARKWAY",1
NULL,NULL,"BROADWAY",NULL,"NAGLE AVENUE",1
NULL,NULL,"BROADWAY",NULL,"PARK ROW",1
NULL,NULL,"BROADWAY",NULL,"PUTNAM AVENUE",1
NULL,NULL,"119 AVENUE                      ",NULL,NULL,1
NULL,NULL,"119 AVENUE",NULL,"BREWER BOULEVARD",1
NULL,NULL,"BROADWAY",NULL,"VAN BUREN STREET",1
NULL,NULL,"BROADWAY",NULL,"VERNON BOULEVARD",1
NULL,NULL,"BROADWAY",NULL,"WEST 118 STREET",1
NULL,NULL,"BROADWAY",NULL,"WEST 177 STREET",1
NULL,NULL,"VANDUZER STREET",NULL,"SAINT JULIAN PLACE",1
NULL,NULL,"119 AVENUE",NULL,"155 STREET",1
NULL,NULL,"118 STREET                      ",NULL,NULL,1
NULL,NULL,"118 STREET",NULL,NULL,1
NULL,NULL,"BROADWAY",NULL,"WEST 73 STREET",1
NULL,NULL,"118 STREET",NULL,"ROCKAWAY BOULEVARD",1
NULL,NULL,"broadway                        ",NULL,"lexington",1
NULL,NULL,"Broadway                        ",NULL,"BROADWAY",1
NULL,NULL,"BROADWAY                        ",NULL,"64 STREET",1
NULL,NULL,"BROADWAY                        ",NULL,"BROADWAY",1
NULL,NULL,"VANDUZER STREET                 ",NULL,"SAINT JULIAN PLACE",1
NULL,NULL,"BROADWAY                        ",NULL,"GREENE AVENUE",1
NULL,NULL,"VANDUZER STREET                 ",NULL,"SHELTER VIEW DRIVE",1
NULL,NULL,"BROADWAY                        ",NULL,"HEWES STREET",1
NULL,NULL,"BROADWAY                        ",NULL,"JUSTICE AVENUE",1
NULL,NULL,"BROADWAY                        ",NULL,"LAFAYETTE AVENUE",1
NULL,NULL,"BROADWAY                        ",NULL,"PUTNAM AVENUE",1
NULL,NULL,"BROADWAY                        ",NULL,"ROEBLING STREET",1
NULL,NULL,"BROADWAY                        ",NULL,"SAINT JAMES AVENUE",1
NULL,NULL,"BROADWAY                        ",NULL,"SHERMAN AVENUE",1
NULL,NULL,"BROADWAY                        ",NULL,"WEST 107 STREET",1
NULL,NULL,"BROADWAY                        ",NULL,"WEST 177 STREET",1
NULL,NULL,"BROADWAY                        ",NULL,"WEST 215 STREET",1
NULL,NULL,"BROADWAY                        ",NULL,"WEST 225 STREET",1
NULL,NULL,"118 ROAD",NULL,NULL,1
NULL,NULL,"118 ROAD",NULL,"192 STREET",1
NULL,NULL,"Broadway Avenue",NULL,"Bartlett street",1
NULL,NULL,"BROADWAY AVENUE",NULL,"150 STREET",1
NULL,NULL,"BROADWAY AVENUE",NULL,"WHIPPLE AVENUE",1
NULL,NULL,"broadway street",NULL,"58 street",1
NULL,NULL,"BROADWAY STREET",NULL,"Willoughby avenue",1
NULL,NULL,"BROADWAY STREET                 ",NULL,"WHIPPLE STREET",1
NULL,NULL,"WHITESTONE EXPRESSWAY",NULL,"31 AVENUE",1
NULL,NULL,"BRONX BOULEVARD",NULL,"EAST 236 STREET",1
NULL,NULL,"VANERVEER STREET",NULL,"92 AVENUE",1
NULL,NULL,"VANERVEER STREET                ",NULL,"91 AVENUE",1
NULL,NULL,"117 STREET",NULL,NULL,1
NULL,NULL,"BRONX PARK AVENUE               ",NULL,NULL,1
NULL,NULL,"VANKLEECK STREET",NULL,NULL,1
NULL,NULL,"BRONX PARK EAST",NULL,NULL,1
NULL,NULL,"BRONX PARK SOUTH",NULL,"SOUTHERN BOULEVARD",1
NULL,NULL,"117 STREET",NULL,"JAMAICA AVENUE",1
NULL,NULL,"BRONX RIVER AVENUE",NULL,"CROSS BRONX EXPRESSWAY",1
NULL,NULL,"117 STREET",NULL,"115 AVENUE",1
NULL,NULL,"117 AVENUE",NULL,"MONTAUK STREET",1
NULL,NULL,"BRONX RIVER AVENUE              ",NULL,NULL,1
NULL,NULL,"VANNAME AVENUE",NULL,"NETHERLAND AVENUE",1
NULL,NULL,"BRONX RIVER PARKWAY",NULL,"EAST 177 STREET",1
NULL,NULL,"116 STREET",NULL,NULL,1
NULL,NULL,"116 STREET",NULL,"ROCKAWAY BOULEVARD",1
NULL,NULL,"116 ROAD",NULL,"196 STREET",1
NULL,NULL,"BRONX RIVER PARKWAY             ",NULL,"EAST 177 STREET",1
NULL,NULL,"BRONX RIVER PARKWAY             ",NULL,"EAST FORDHAM ROAD",1
NULL,NULL,"116 ROAD",NULL,"194 STREET",1
NULL,NULL,"Bronx river parkway North       ",NULL,"Allerton Avenue",1
NULL,NULL,"116 AVENUE                      ",NULL,"VANWYCK EXPRESSWAY",1
NULL,NULL,"116 Avenue",NULL,"Foch Boulevard",1
NULL,NULL,"BRONX RIVER PARKWAY ROAD        ",NULL,"BRONX RIVER PKWY ENT (ZOO SIDE)",1
NULL,NULL,"bronx shore road",NULL,"central road",1
NULL,NULL,"115 ROAD                        ",NULL,NULL,1
NULL,NULL,"115 ROAD",NULL,NULL,1
NULL,NULL,"BRONXDALE AVENUE",NULL,"EAST TREMONT AVENUE",1
NULL,NULL,"BRONXDALE AVENUE",NULL,NULL,1
NULL,NULL,"BRONXWOOD AVENUE",NULL,"BUSSING AVENUE",1
NULL,NULL,"VANPELT AVENUE",NULL,"FOREST AVENUE",1
NULL,NULL,"VANPELT AVENUE",NULL,"LINDEN AVENUE",1
NULL,NULL,"BRONXWOOD AVENUE                ",NULL,"MAGENTA STREET",1
NULL,NULL,"VANPELT AVENUE",NULL,"NETHERLAND AVENUE",1
NULL,NULL,"BROOK AVENUE",NULL,NULL,1
NULL,NULL,"BROOKFIELD AVENUE               ",NULL,NULL,1
NULL,NULL,"VANPELT AVENUE                  ",NULL,"RICHMOND TERRACE",1
NULL,NULL,"115 ROAD",NULL,"SPRINGFIELD BOULEVARD",1
NULL,NULL,"115 DRIVE                       ",NULL,NULL,1
NULL,NULL,"BROOKLYN BATTERY TUNNEL",NULL,"WARD STREET",1
NULL,NULL,"115 DRIVE",NULL,NULL,1
NULL,NULL,"115 AVENUE                      ",NULL,"VANWYCK EXPRESSWAY",1
NULL,NULL,"BROOKLYN BRIDGE",NULL,"ADAMS STREET",1
NULL,NULL,"BROOKLYN BRIDGE",NULL,"PARK ROW",1
NULL,NULL,"BROOKLYN BRIDGE",NULL,"PROSPECT AVENUE",1
NULL,NULL,"115 AVENUE",NULL,"SUTPHIN BOULEVARD",1
NULL,NULL,"BROOKLYN BRIDGE                 ",NULL,"PARK ROW",1
NULL,NULL,"114 STREET                      ",NULL,NULL,1
NULL,NULL,"BROOKLYN QNS EXPRESSWAY",NULL,"COLES STREET",1
NULL,NULL,"BROOKLYN QNS EXPRESSWAY",NULL,"HAMILTON AVENUE",1
NULL,NULL,"BROOKLYN QNS EXPRESSWAY",NULL,"WOODHULL STREET",1
NULL,NULL,"BROOKLYN QNS EXPRESSWAY         ",NULL,"CARROLL STREET",1
NULL,NULL,"BROOKLYN QNS EXPRESSWAY         ",NULL,"HAMILTON AVENUE",1
NULL,NULL,"BROOKLYN QNS EXPRESSWAY         ",NULL,"TILLARY STREET",1
NULL,NULL,"BROOKLYN QNS EXPRESSWAY         ",NULL,"WOODHULL STREET",1
NULL,NULL,"BROOKLYN QNS EXPRESSWAY         ",NULL,"YORK STREET",1
NULL,NULL,"BROOKLYN QUEENS EXPRESSWAY",NULL,"31 AVENUE",1
NULL,NULL,"VANWICKLEN ROAD",NULL,"REDDING STREET",1
NULL,NULL,"BROOKLYN QUEENS EXPRESSWAY",NULL,"WEST 9 STREET",1
NULL,NULL,"114 DRIVE",NULL,NULL,1
NULL,NULL,"BROOKLYN QUEENS EXPRESSWAY      ",NULL,"47 STREET",1
NULL,NULL,"BROOKLYN QUEENS EXPRESSWAY      ",NULL,"69 STREET",1
NULL,NULL,"113 STREET                      ",NULL,NULL,1
NULL,NULL,"112 STREET",NULL,NULL,1
NULL,NULL,"111 STREET                      ",NULL,"GRAND CENTRAL PARKWAY",1
NULL,NULL,"BROOKLYN QUEENS EXPRESSWAY W/B",NULL,"GRAND CENTRAL PARKWAY",1
NULL,NULL,"BROOKLYN QUEENS EXPRESSWAY W/B  ",NULL,"30 AVENUE",1
NULL,NULL,"BROOKLYN QUEENS EXPRESSWAY W/B  ",NULL,"ASTORIA BOULEVARD",1
NULL,NULL,"BROOKLYN QUEENS EXPRESSWAY W/B  ",NULL,"BULOVA AVENUE",1
NULL,NULL,"brooklyn queens expressway west",NULL,"bulova avenue",1
NULL,NULL,"Brooklyn Queens Expy            ",NULL,"Long Island Expy",1
NULL,NULL,"111 STREET",NULL,"NORTHERN BOULEVARD",1
NULL,NULL,"111 AVENUE                      ",NULL,NULL,1
NULL,NULL,"BROOKVILLE BOULEVARD",NULL,"147 DRIVE",1
"11432","QUEENS","161 STREET",NULL,"89 AVENUE",1
NULL,NULL,"BROOKVILLE BOULEVARD",NULL,"148 ROAD",1
NULL,NULL,"BROOKVILLE BOULEVARD",NULL,"CROSS ISLAND PLAZA",1
NULL,NULL,"111 AVENUE",NULL,"VANWYCK EXPRESSWAY",1
NULL,NULL,"111 AVENUE",NULL,"172 STREET",1
NULL,NULL,"111 AVENUE",NULL,"143 STREET",1
NULL,NULL,"BROOKVILLE BOULEVARD            ",NULL,"137 AVENUE",1
"11432","QUEENS","160 STREET",NULL,"90 AVENUE",1
NULL,NULL,"110 STREET",NULL,NULL,1
NULL,NULL,"BROOKVILLE BOULEVARD            ",NULL,NULL,1
NULL,NULL,"BROOME STREET",NULL,"AVENUE OF THE AMERICAS",1
NULL,NULL,"110 AVENUE",NULL,"SPRINGFIELD BOULEVARD",1
NULL,NULL,"Broome Street and",NULL,"Crosby Street",1
NULL,NULL,"BROWN PLACE                     ",NULL,"58 AVENUE",1
NULL,NULL,"VANWYCK EXPRESSWAY",NULL,"111 AVENUE",1
NULL,NULL,"bruckner blvd",NULL,"watson avenue",1
NULL,NULL,"Bruckner Blvd",NULL,"Willis avenue bridge",1
NULL,NULL,"BRUCKNER BOILEVARD              ",NULL,"BRYANT AVENUE",1
"11432","QUEENS","150 STREET",NULL,"HILLSIDE AVENUE",1
NULL,NULL,"110 AVENUE",NULL,"143 STREET",1
NULL,NULL,"11 STREET",NULL,"LONG ISLAND EXPRESSWAY",1
NULL,NULL,"WHITESTONE EXPRESSWAY",NULL,"COLLEGE POINT BOULEVARD",1
NULL,NULL,"11 AVENUE",NULL,"11th Ave",1
NULL,NULL,"BRUCKNER BOULEVARD",NULL,"CROSS BRONX EXPRESSWAY",1
NULL,NULL,"BRUCKNER BOULEVARD",NULL,"CYPRESS AVENUE",1
NULL,NULL,"11 AVENUE",NULL,"10 AVENUE",1
NULL,NULL,"109 STREET",NULL,NULL,1
NULL,NULL,"BRUCKNER BOULEVARD",NULL,"EAST 137 STREET",1
NULL,NULL,"109 STREET",NULL,"JAMAICA AVENUE",1
NULL,NULL,"BRUCKNER BOULEVARD",NULL,"EDISON AVENUE",1
NULL,NULL,"BRUCKNER BOULEVARD",NULL,"ELDER AVENUE",1
"11426","QUEENS","87 AVENUE",NULL,"246 STREET",1
NULL,NULL,"BRUCKNER BOULEVARD",NULL,"FTELEY AVENUE",1
NULL,NULL,"BRUCKNER BOULEVARD",NULL,"HAVEMEYER AVENUE",1
NULL,NULL,"BRUCKNER BOULEVARD",NULL,"HOLLYWOOD AVENUE",1
NULL,NULL,"WHITESTONE EXPRESSWAY",NULL,"GRAND CENTRAL PARKWAY",1
NULL,NULL,"BRUCKNER BOULEVARD",NULL,"LOGAN AVENUE",1
NULL,NULL,"BRUCKNER BOULEVARD",NULL,"METCALF AVENUE",1
NULL,NULL,"BRUCKNER BOULEVARD",NULL,"MIDDLETOWN ROAD",1
NULL,NULL,"109 ROAD",NULL,"191 STREET",1
"11432","QUEENS","150 STREET",NULL,"89 AVENUE",1
NULL,NULL,"BRUCKNER BOULEVARD",NULL,"REVERE AVENUE",1
NULL,NULL,"109 AVENUE                      ",NULL,"MERRICK BOULEVARD",1
"11432","QUEENS","150 STREET",NULL,"85 DRIVE",1
NULL,NULL,"109 AVENUE",NULL,"126 STREET",1
NULL,NULL,"108 STREET                      ",NULL,"ASTORIA BOULEVARD",1
NULL,NULL,"108 STREET                      ",NULL,"37 AVENUE",1
NULL,NULL,"BRUCKNER BOULEVARD",NULL,"WESTCHESTER AVENUE",1
NULL,NULL,"108 STREET",NULL,"QUEENS BOULEVARD",1
NULL,NULL,"108 STREET",NULL,"LIBERTY AVENUE",1
NULL,NULL,"108 ST",NULL,"GLENWOOD RD",1
NULL,NULL,"BRUCKNER BOULEVARD",NULL,"WILLIS AVENUE",1
NULL,NULL,"108 AVENUE",NULL,NULL,1
NULL,NULL,"107 STREET                      ",NULL,"91 AVENUE",1
NULL,NULL,"107 STREET",NULL,"ATLANTIC AVENUE",1
"11426","QUEENS","85 AVENUE                       ",NULL,"248 STREET",1
NULL,NULL,"BRUCKNER BOULEVARD              ",NULL,"BRONX RIVER PARKWAY",1
NULL,NULL,"BRUCKNER BOULEVARD              ",NULL,"CASTLE HILL AVENUE",1
NULL,NULL,"BRUCKNER BOULEVARD              ",NULL,"CLOSE AVENUE",1
NULL,NULL,"BRUCKNER BOULEVARD              ",NULL,"CROSS BRONX EXPRESSWAY",1
NULL,NULL,"BRUCKNER BOULEVARD              ",NULL,"EAST 135 STREET",1
NULL,NULL,"107 STREET",NULL,"91 AVENUE",1
NULL,NULL,"107 AVENUE                      ",NULL,NULL,1
NULL,NULL,"BRUCKNER BOULEVARD              ",NULL,"EAST 139 STREET",1
NULL,NULL,"BRUCKNER BOULEVARD              ",NULL,"HOLLYWOOD AVENUE",1
NULL,NULL,"BRUCKNER BOULEVARD              ",NULL,"METCALF AVENUE",1
NULL,NULL,"BRUCKNER BOULEVARD              ",NULL,"MIDDLETOWN ROAD",1
NULL,NULL,"BRUCKNER BOULEVARD              ",NULL,"SOUND VIEW AVENUE",1
NULL,NULL,"BRUCKNER BOULEVARD              ",NULL,"SOUTHERN BOULEVARD",1
NULL,NULL,"BRUCKNER BOULEVARD              ",NULL,"UNDERHILL AVENUE",1
NULL,NULL,"BRUCKNER BOULEVARD              ",NULL,"WHEELER AVENUE",1
NULL,NULL,"107 AVENUE",NULL,"VANSICLEN STREET",1
"11432","QUEENS","150 STREET",NULL,"85 AVENUE",1
NULL,NULL,"BRUCKNER BOULEVARD              ",NULL,"WILLIS AVENUE",1
NULL,NULL,"107 AVENUE",NULL,"MERRICK BOULEVARD",1
NULL,NULL,"BRUCKNER BOULEVARD              ",NULL,"ZEREGA AVENUE",1
NULL,NULL,"106 STREET                      ",NULL,NULL,1
NULL,NULL,"BRUCKNER EXPRESSWAY",NULL,"COLGATE AVENUE",1
NULL,NULL,"BRUCKNER EXPRESSWAY",NULL,"EAST 144 STREET",1
NULL,NULL,"BRUCKNER EXPRESSWAY",NULL,"EAST 156 STREET",1
NULL,NULL,"BRUCKNER EXPRESSWAY",NULL,"EAST GUN HILL ROAD",1
NULL,NULL,"BRUCKNER EXPRESSWAY",NULL,"MIDDLETOWN ROAD",1
NULL,NULL,"BRUCKNER EXPRESSWAY",NULL,"PELHAM BAY PARK",1
NULL,NULL,"VANWYCK EXPRESSWAY",NULL,"HOOVER AVENUE",1
NULL,NULL,"BRUCKNER EXPRESSWAY",NULL,"WATERBURY AVENUE",1
NULL,NULL,"106 STREET                      ",NULL,"LIBERTY AVENUE",1
NULL,NULL,"BRUCKNER EXPRESSWAY             ",NULL,"BRYANT AVENUE",1
NULL,NULL,"BRUCKNER EXPRESSWAY             ",NULL,"ORCHARD BEACH",1
NULL,NULL,"BRUCKNER EXPRESSWAY             ",NULL,"STRATFORD AVENUE",1
NULL,NULL,"BRUCKNER EXPRESSWAY             ",NULL,"TIMPSON PLACE",1
NULL,NULL,"106 STREET                      ",NULL,"101 AVENUE",1
NULL,NULL,"106 AVENUE",NULL,NULL,1
NULL,NULL,"106 AVENUE",NULL,"217 STREET",1
"11432","QUEENS","150 STREET",NULL,"84 DRIVE",1
NULL,NULL,"BRUNSWICK AVENUE",NULL,NULL,1
NULL,NULL,"BRUNSWICK AVENUE                ",NULL,"BEACH 12 STREET",1
NULL,NULL,"BUCHANAN PLACE",NULL,NULL,1
NULL,NULL,"BUD PLACE",NULL,NULL,1
NULL,NULL,"105 STREET",NULL,NULL,1
NULL,NULL,"104 STREET",NULL,NULL,1
NULL,NULL,"104 STREET",NULL,"41 AVENUE",1
NULL,NULL,"104 STREET",NULL,"39 AVENUE",1
"11430","QUEENS","VANWYCK EXPRESSWAY              ",NULL,"NASSAU EXPRESSWAY",1
NULL,NULL,"BURDEN CRESCENT                 ",NULL,"84 DRIVE",1
NULL,NULL,"BURGHER AVENUE                  ",NULL,NULL,1
"11430","QUEENS","VANWYCK EXPRESSWAY              ",NULL,"belt parkway",1
NULL,NULL,"BURNS STREET",NULL,NULL,1
NULL,NULL,"BURNSIDE AVENUE",NULL,"FOREST AVENUE",1
NULL,NULL,"103 STREET                      ",NULL,NULL,1
NULL,NULL,"103 STREET                      ",NULL,"ASTORIA BOULEVARD",1
NULL,NULL,"BUSHWICK AVENUE",NULL,"HART STREET",1
NULL,NULL,"VANWYCK EXPRESSWAY",NULL,"PARK DRIVE EAST",1
NULL,NULL,"103 AVENUE                      ",NULL,NULL,1
NULL,NULL,"BUSHWICK AVENUE                 ",NULL,"DE KALB AVENUE",1
NULL,NULL,"BUSHWICK AVENUE                 ",NULL,"EASTERN PARKWAY",1
NULL,NULL,"102 STREET                      ",NULL,NULL,1
NULL,NULL,"BUSHWICK PLACE",NULL,NULL,1
NULL,NULL,"BUSSING AVENUE",NULL,"BRONXWOOD AVENUE",1
NULL,NULL,"BUSSING AVENUE",NULL,NULL,1
NULL,NULL,"BUSSING AVENUE                  ",NULL,NULL,1
NULL,NULL,"BUTLER AVENUE                   ",NULL,NULL,1
NULL,NULL,"BUTLER STREET",NULL,NULL,1
NULL,NULL,"BYRON AVENUE",NULL,NULL,1
NULL,NULL,"CABRINI BLVD",NULL,"CABRINI BLVD",1
NULL,NULL,"102 STREET",NULL,"63 ROAD",1
NULL,NULL,"CABRINI BOULEVARD               ",NULL,NULL,1
NULL,NULL,"CADMAN PLAZA EAST",NULL,NULL,1
NULL,NULL,"CADMAN PLAZA WEST",NULL,NULL,1
NULL,NULL,"CADMAN PLAZA WEST               ",NULL,NULL,1
NULL,NULL,"CALHOUN AVENUE",NULL,"BRUCKNER EXPRESSWAY",1
NULL,NULL,"CALYER STREET",NULL,"FRANKLIN STREET",1
NULL,NULL,"102 CROSS DRIVE                 ",NULL,"WEST DRIVE",1
NULL,NULL,"CAMERON PLACE",NULL,NULL,1
NULL,NULL,"CAMPUS ROAD",NULL,NULL,1
NULL,NULL,"CAMPUS ROAD                     ",NULL,"EAST 23 STREET",1
NULL,NULL,"CANAL PLACE",NULL,"EAST 144 STREET",1
NULL,NULL,"102 CROSS DRIVE",NULL,"WEST DRIVE",1
NULL,NULL,"102 AVENUE",NULL,"VANWYCK EXPRESSWAY",1
NULL,NULL,"CANAL STREET",NULL,"HUDSON STREET",1
NULL,NULL,"CANAL STREET",NULL,"MANHATTAN BRIDGE",1
NULL,NULL,"101 STREET                      ",NULL,"ROCKAWAY BOULEVARD",1
NULL,NULL,"101 STREET",NULL,"4 AVENUE",1
NULL,NULL,"CANAL STREET                    ",NULL,"AVENUE OF THE AMERICAS",1
NULL,NULL,"CANAL STREET                    ",NULL,"BOWERY",1
NULL,NULL,"101 AVENUE                      ",NULL,"VANWYCK EXPRESSWAY",1
NULL,NULL,"CANAL STREET                    ",NULL,"WASHINGTON STREET",1
NULL,NULL,"VANWYCK EXPRESSWAY",NULL,"QUEENS BOULEVARD",1
NULL,NULL,"CANARSIE ROAD",NULL,NULL,1
NULL,NULL,"canarsie veterans circle",NULL,"rockaway pkwy",1
NULL,NULL,"CANNON PLACE",NULL,NULL,1
NULL,NULL,"101 AVENUE",NULL,"78 STREET",1
NULL,NULL,"CAPODANNO BOULEVARD             ",NULL,NULL,1
"11430","QUEENS","vanwyck expressway              ",NULL,"belt parkway",1
NULL,NULL,"CARLTON AVENUE",NULL,"PARK AVENUE",1
NULL,NULL,"101 AVENUE",NULL,"130 STREET",1
NULL,NULL,"CARLTON AVENUE                  ",NULL,"MYRTLE AVENUE",1
NULL,NULL,"CARLTON BOULEVARD",NULL,NULL,1
NULL,NULL,"VANWYCK EXPRESSWAY",NULL,"SUTTER AVENUE",1
NULL,NULL,"101 AVENUE",NULL,"110 STREET",1
NULL,NULL,"CARPENTER AVENUE                ",NULL,NULL,1
NULL,NULL,"CARROLL STREET",NULL,"SMITH STREET",1
NULL,NULL,"101 AVENUE",NULL,"108 STREET",1
NULL,NULL,"CARROLL STREET                  ",NULL,"HICKS STREET",1
NULL,NULL,"CARROLL STREET                  ",NULL,"HOYT STREET",1
NULL,NULL,"CARROLL STREET                  ",NULL,NULL,1
NULL,NULL,"CARSON STREET",NULL,"138 ROAD",1
NULL,NULL,"CARTER AVENUE",NULL,"EAST 176 STREET",1
NULL,NULL,"100 STREET                      ",NULL,NULL,1
NULL,NULL,"CARTER AVENUE                   ",NULL,"EAST 176 STREET",1
NULL,NULL,"WHITESTONE EXPRESSWAY",NULL,"ULMER STREET",1
NULL,NULL,"CARVER LOOP",NULL,"COOP CITY BOULEVARD",1
NULL,NULL,"CASS PLACE",NULL,NULL,1
NULL,NULL,"10 AVENUE",NULL,"11 AVENUE",1
NULL,NULL,"CASTLE HILL AVENUE",NULL,"WESTCHESTER AVENUE",1
NULL,NULL,"CASTLE HILL AVENUE",NULL,"ZEREGA AVENUE",1
NULL,NULL,"1 RUPPERT PLACE",NULL,"EAST 161 STREET",1
"11430","QUEENS","VANWYCK EXPRESSWAY",NULL,"BELT PARKWAY",1
NULL,NULL,"CASTLE HILL AVENUE              ",NULL,"HAVILAND AVENUE",1
NULL,NULL,"VANWYCK EXPRESSWAY              ",NULL,"101 AVENUE",1
NULL,NULL,"1 AVENUE                        ",NULL,"EAST 28 STREET",1
NULL,NULL,"CASTLETON AVENUE",NULL,"HAVEN ESPLANADE",1
NULL,NULL,"CASTLETON AVENUE",NULL,"PORT RICHMOND AVENUE",1
NULL,NULL,"VANWYCK EXPRESSWAY              ",NULL,"102 AVENUE",1
NULL,NULL,"CASTLETON AVENUE",NULL,NULL,1
NULL,NULL,"CASTLETON AVENUE                ",NULL,"FABER STREET",1
"11426","QUEENS","85 AVENUE",NULL,"248 STREET",1
NULL,NULL,"CASWELL AVENUE                  ",NULL,"HAWTHORNE AVENUE",1
NULL,NULL,"CASWELL AVENUE                  ",NULL,"WILLOW ROAD EAST",1
NULL,NULL,"1 AVENUE                        ",NULL,"EAST 125 STREET",1
NULL,NULL,"CATHERINE SLIP                  ",NULL,"WATER STREET",1
